000000000000, 4.673267326733e+00
8.038036580831e-07, 4.673270705123e+00
1.205705487125e-06, 4.673272394366e+00
3.215214632332e-06, 4.673280840602e+00
3.572460702591e-06, 4.673282342179e+00
4.019018290415e-06, 4.673284219159e+00
4.019018290415e-06, 4.673284219159e+00
8.038036580831e-06, 4.673301111917e+00
1.004754572604e-05, 4.673309559483e+00
2.009509145208e-05, 4.673351797848e+00
2.188132180337e-05, 4.673359307478e+00
2.411410974249e-05, 4.673368694765e+00
2.411410974249e-05, 4.673368694765e+00
4.420920119457e-05, 4.673453178654e+00
5.425674692061e-05, 4.673495450269e+00
1.044944755508e-04, 4.673706821640e+00
1.134256273073e-04, 4.673744413445e+00
1.245895670029e-04, 4.673791409437e+00
1.245895670029e-04, 4.673791409445e+00
2.250650242633e-04, 4.674214330697e+00
2.753027528935e-04, 4.674426532236e+00
5.264913960444e-04, 4.675487865489e+00
5.711471548268e-04, 4.675676911415e+00
6.269668533048e-04, 4.675913374550e+00
6.269668533048e-04, 4.675913375535e+00
1.129344139607e-03, 4.678040441691e+00
1.380532782758e-03, 4.679122393337e+00
2.636475998512e-03, 4.684539416960e+00
2.859754792424e-03, 4.685511259325e+00
3.138853284814e-03, 4.686729928727e+00
3.138853284814e-03, 4.686730052478e+00
5.650739716324e-03, 4.697666086248e+00
6.906682932079e-03, 4.703581155627e+00
1.318639901085e-02, 4.733224601109e+00
1.430279298041e-02, 4.738676450653e+00
1.569828544236e-02, 4.745582858008e+00
1.569828544236e-02, 4.745598563190e+00
2.825771759991e-02, 4.806367759502e+00
3.453743367868e-02, 4.846038396747e+00
6.593601407255e-02, 5.029924342693e+00
7.151798392035e-02, 5.061911821166e+00
7.849544623010e-02, 5.102611110464e+00
7.849544623010e-02, 5.104239312537e+00
1.065307761117e-01, 5.243813740198e+00
1.205484410526e-01, 5.319297287566e+00
1.906367657567e-01, 5.439709272634e+00
2.030969123707e-01, 5.419655260437e+00
2.186720956383e-01, 5.378657756658e+00
2.186720956383e-01, 5.377516224181e+00
2.511675796016e-01, 5.239276052636e+00
2.674153215832e-01, 5.126860405119e+00
3.486540314914e-01, 4.429104776628e+00
3.630964688084e-01, 4.273078870765e+00
3.811495154547e-01, 4.105620273701e+00
3.811495154547e-01, 4.125956731116e+00
4.157735734643e-01, 3.808332413254e+00
4.330856024691e-01, 3.632936182576e+00
5.196457474932e-01, 2.921013709265e+00
5.350342177197e-01, 2.818401378562e+00
5.542698055028e-01, 2.869896129478e+00
5.542698055028e-01, 2.880213945955e+00
5.865836750690e-01, 3.143193635170e+00
6.027406098521e-01, 3.277654224492e+00
6.835252837676e-01, 3.695323452508e+00
6.978870035748e-01, 3.528183928669e+00
7.158391533338e-01, 3.652440394687e+00
7.158391533338e-01, 3.955017296614e+00
7.451299745859e-01, 4.057118966483e+00
7.597753852120e-01, 4.055730092620e+00
8.330024383422e-01, 3.893867398140e+00
8.460205811209e-01, 3.639336575080e+00
8.622932595943e-01, 3.547363605488e+00
8.622932595943e-01, 3.869525428820e+00
7.376102777075e-01, 4.031110214529e+00
7.484958398943e-01, 4.040190114640e+00
8.029236508284e-01, 4.012640517272e+00
8.125997061056e-01, 3.921858890505e+00
8.246947752021e-01, 3.885874349238e+00
8.246947752021e-01, 3.996850608636e+00
8.464658995757e-01, 3.940051533863e+00
8.573514617625e-01, 3.887444742583e+00
9.117792726966e-01, 3.655981327397e+00
9.214553279738e-01, 3.645321482439e+00
9.335503970703e-01, 3.559844529737e+00
9.335503970703e-01, 3.512033249521e+00
8.402286652792e-01, 3.956446191184e+00
8.479956103178e-01, 3.923921490854e+00
8.868303355108e-01, 3.768322090119e+00
8.937342866562e-01, 3.751390300506e+00
9.023642255879e-01, 3.702161785049e+00
9.023642255879e-01, 3.681116384087e+00
9.178981156651e-01, 3.600392154302e+00
9.256650607037e-01, 3.555237064118e+00
9.644997858966e-01, 3.349530160800e+00
9.714037370420e-01, 3.337107352485e+00
9.800336759738e-01, 3.284623085486e+00
9.800336759738e-01, 3.248437216014e+00
9.989686287449e-01, 3.141335490983e+00
1.008436105131e+00, 3.090418545508e+00
1.055773487058e+00, 2.868653932567e+00
1.064189021623e+00, 2.866209917301e+00
1.074708439830e+00, 2.817454641323e+00
1.074708439830e+00, 2.771717436222e+00
1.098437591593e+00, 2.858698196054e+00
1.110302167474e+00, 2.892032681672e+00
1.169625046882e+00, 3.055175049236e+00
1.180171336555e+00, 3.074341596227e+00
1.193354198645e+00, 3.100317374265e+00
1.193354198645e+00, 3.107322859076e+00
1.237845526134e+00, 3.195710784363e+00
1.260091189878e+00, 3.193718303051e+00
1.371319508598e+00, 3.179233710078e+00
1.391093431926e+00, 3.186202582087e+00
1.415810836086e+00, 3.135612209344e+00
1.415810836086e+00, 3.094081484440e+00
1.491094845616e+00, 2.965928819311e+00
1.528736850381e+00, 2.828666431774e+00
1.716946874206e+00, 3.250566684699e+00
1.750406433997e+00, 3.140988580043e+00
1.792230883736e+00, 3.292471002847e+00
1.792230883736e+00, 3.561696838920e+00
1.473562449636e+00, 2.994596044018e+00
1.502438256411e+00, 2.900238136833e+00
1.646817290285e+00, 3.044606206209e+00
1.672484674085e+00, 3.029775210399e+00
1.704568903835e+00, 3.153183250490e+00
1.704568903835e+00, 3.293824739174e+00
1.762320517384e+00, 3.484567080412e+00
1.791196324159e+00, 3.557771898205e+00
1.935575358033e+00, 3.482678967721e+00
1.961242741833e+00, 2.954563457083e+00
1.993326971583e+00, 3.008134327622e+00
1.993326971583e+00, 3.711399590769e+00
1.746538509404e+00, 3.432890189104e+00
1.767523312188e+00, 3.490684651781e+00
1.872447326111e+00, 3.605675937422e+00
1.891100484142e+00, 3.438212074119e+00
1.914416931680e+00, 3.470937374815e+00
1.914416931680e+00, 3.721401784019e+00
1.956386537249e+00, 3.735016193905e+00
1.977371340034e+00, 3.709435766982e+00
2.082295353957e+00, 3.563168137835e+00
2.100948511987e+00, 3.491081346372e+00
2.124264959526e+00, 3.411094191989e+00
2.124264959526e+00, 3.480692516347e+00
1.943412169057e+00, 3.731119923846e+00
1.957909787746e+00, 3.720509397253e+00
2.030397881189e+00, 3.654360792685e+00
2.043284653357e+00, 3.629340775168e+00
2.059393118566e+00, 3.596132296927e+00
2.059393118566e+00, 3.609215755157e+00
2.088388355944e+00, 3.558952038691e+00
2.102885974632e+00, 3.525601831933e+00
2.175374068075e+00, 3.381510663452e+00
2.188260840243e+00, 3.383736890262e+00
2.204369305453e+00, 3.339436735378e+00
2.204369305453e+00, 3.297390430615e+00
2.227810830702e+00, 3.242280592611e+00
2.239531593326e+00, 3.215542883080e+00
2.298135406449e+00, 3.095004162542e+00
2.308553862115e+00, 3.089292071839e+00
2.321576931698e+00, 3.062244781972e+00
2.321576931698e+00, 3.040766595428e+00
2.356600661969e+00, 2.972182122343e+00
2.374112527104e+00, 2.946353249658e+00
2.461671852781e+00, 2.845227178612e+00
2.477237955124e+00, 2.860250628956e+00
2.496695583052e+00, 2.844849833745e+00
2.496695583052e+00, 2.802595925148e+00
2.536221742256e+00, 2.773698882461e+00
2.555984821858e+00, 2.773198772243e+00
2.654800219867e+00, 2.780390218724e+00
2.672367401736e+00, 2.792483266041e+00
2.694326379071e+00, 2.808567328944e+00
2.694326379071e+00, 2.800346580076e+00
2.736365470280e+00, 2.826759020034e+00
2.757385015885e+00, 2.851956048150e+00
2.862482743907e+00, 2.965918476619e+00
2.881166784445e+00, 2.973486284944e+00
2.904521835116e+00, 3.012510493640e+00
2.904521835116e+00, 3.035531508420e+00
2.955912108634e+00, 3.110616924188e+00
2.981607245393e+00, 3.154940070525e+00
3.110082929188e+00, 3.325570379168e+00
3.132923050752e+00, 3.304628125431e+00
3.161473202706e+00, 3.354917381780e+00
3.161473202706e+00, 3.426157213849e+00
3.219363732409e+00, 3.505381696778e+00
3.248308997261e+00, 3.536562327885e+00
3.393035321518e+00, 3.626910890475e+00
3.418764445831e+00, 3.568865215258e+00
3.450925851221e+00, 3.586177594829e+00
3.450925851221e+00, 3.686347792111e+00
3.518702964178e+00, 3.711215304221e+00
3.552591520656e+00, 3.704729523300e+00
3.722034303047e+00, 3.671379091901e+00
3.752157464361e+00, 3.646295056714e+00
3.789811416004e+00, 3.615614285896e+00
3.789811416004e+00, 3.644373664417e+00
3.504251282675e+00, 3.705884050750e+00
3.530913998402e+00, 3.703892862307e+00
3.664227577038e+00, 3.690682724835e+00
3.687927768795e+00, 3.679751830719e+00
3.717553008492e+00, 3.664124232614e+00
3.717553008492e+00, 3.673675670033e+00
3.770878439946e+00, 3.655546289882e+00
3.797541155673e+00, 3.640452373065e+00
3.930854734309e+00, 3.590368222549e+00
3.954554926066e+00, 3.600884479602e+00
3.984180165763e+00, 3.583634122388e+00
3.984180165763e+00, 3.556482540284e+00
4.049412919851e+00, 3.532920090443e+00
4.082029296895e+00, 3.520958917919e+00
4.245111182114e+00, 3.511740735380e+00
4.274103517264e+00, 3.540392938157e+00
4.310343936202e+00, 3.542186354059e+00
4.310343936202e+00, 3.505941320824e+00
4.409296594283e+00, 3.538146304163e+00
4.458772923324e+00, 3.561605842511e+00
4.706154568526e+00, 3.779399773690e+00
4.750133527673e+00, 3.832498327689e+00
4.805107226607e+00, 3.905840072544e+00
4.805107226607e+00, 3.906160440040e+00
4.844085781286e+00, 3.961855448424e+00
4.863575058625e+00, 3.988020659740e+00
4.961021445321e+00, 4.128780958191e+00
4.978345247401e+00, 4.149908623206e+00
000000000005, 4.182216869002e+00
000000000005, 4.188644040703e+00
